clon	clat	cell	time	cell_area	temperature	time_needed	nsamples	lon	lat	dataSetName	variableName	TSid	seasonality	datum	proxy	age_unc	seas	temp_unc	grid_lon	grid_lat	tavg_jan	tavg_feb	tavg_mar	tavg_apr	tavg_mai	tavg_jun	tavg_jul	tavg_aug	tavg_sep	tavg_oct	tavg_nov	tavg_dec	tavg_djf	tavg_mam	tavg_jja	tavg_son	tavg_ann	modern	reject	aligned	alignment_base	temperature_anomaly_ref	lipdverse	pi_anomaly_to_wc	band
-109.02857142857144	-76.9370948685525	58	1000	126280667001.48405	0.08590142798229228	692.804798	22487.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	1100	126280667001.48405	0.1663391417900344	692.804798	22411.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	1200	126280667001.48405	0.24197031824559545	692.804798	22413.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	1300	126280667001.48405	0.3108663741923481	692.804798	22471.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	1400	126280667001.48405	0.3710987264736645	692.804798	22697.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	1500	126280667001.48405	0.4207387919329164	692.804798	22417.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	1600	126280667001.48405	0.4578579874134765	692.804798	22262.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	1700	126280667001.48405	0.4805277297587167	692.804798	22172.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	1800	126280667001.48405	0.48712540272666194	692.804798	22062.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	1900	126280667001.48405	0.47910725116159647	692.804798	22664.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	2000	126280667001.48405	0.45971019883848807	692.804798	23627.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	2100	126280667001.48405	0.4321928388657347	692.804798	23512.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	2200	126280667001.48405	0.39981376435173444	692.804798	22661.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	2300	126280667001.48405	0.3658315684048856	692.804798	22604.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	2400	126280667001.48405	0.3335048441335866	692.804798	22469.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	2500	126280667001.48405	0.3060921846462352	692.804798	22249.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	2600	126280667001.48405	0.2868521830512303	692.804798	22027.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	2700	126280667001.48405	0.2787617047993278	692.804798	21912.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	2800	126280667001.48405	0.28199871071444704	692.804798	22365.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	2900	126280667001.48405	0.2951384929308394	692.804798	22536.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	3000	126280667001.48405	0.3167374344187339	692.804798	22018.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	3100	126280667001.48405	0.3453519181483582	692.804798	21828.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	3200	126280667001.48405	0.3795383270899404	692.804798	21817.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	3300	126280667001.48405	0.41785304421370884	692.804798	22028.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	3400	126280667001.48405	0.4588524524898915	692.804798	22432.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	3500	126280667001.48405	0.5010929348887166	692.804798	22614.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
-109.02857142857144	-76.9370948685525	58	3600	126280667001.48405	0.5431569387089037	692.804798	22115.0	-112.08	-79.4676	WAISBubble.Fegyveresi.2016	temperature	WEB7f2f016d	annual	abs	bubble frequency	54.416666666666664	annual	1.975877719	-109.02857142857144	-76.9370948685525	-14.699999809265137	-19.799999237060547	-25.5	-29.799999237060547	-30.600000381469727	-31.700000762939453	-32.20000076293945	-33.599998474121094	-31.899999618530273	-29.100000381469727	-21.200000762939453	-15.0	-16.499999682108562	-28.633333206176758	-32.5	-27.400000254313152	-26.258333285649616	-26.258333285649616	False	True	False	-30.068685995232908	http://lipdverse.org/globalHolocene/0_43_0/WAISBubble.Fegyveresi.2016.html	-0.42778057	-75.0
